input,output,metadata
"de los apuntes generados del curso. el sistema debe integrar
rag, comunicación entre agentes, memoria conversacional,
herramientas externas, un servidor mcp, observabilidad e
interfaz web.
iii-a. objetivo general
el objetivo principal es construir una aplicación basada en
agentes, donde el modelo de lenguaje no solo responda pregun-
tas, sino que también pueda decidir qué agente consultar, qué
herramienta utilizar, cuándo recuperar información, cuándo
usar memoria histórica ycómo justificar sus acciones.
el sistema debe permitir responder preguntas sobre los
apuntes del curso y simular el uso de información transaccio-
nal ficticia mediante un servidor mcp conectado a una base
de datos relacional.
iii-b. base documental y rag
la base documental del sistema estará formada por los",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 30, ""total_chunks"": 39}"
"de datos relacional.
iii-b. base documental y rag
la base documental del sistema estará formada por los
apuntes del curso. estos documentos deben procesarse para
extraer su contenido textual, limpiarlo, normalizarlo y dividirlo
en fragmentos mediante una estrategia de segmentación.
posteriormente, los fragmentos deben transformarse enem-
beddingsy almacenarse en una base vectorial. esta base será
utilizada por el componente rag para recuperar información
relevante y generar respuestas fundamentadas en los documen-
tos del curso.
aunque el enunciado menciona la comparación de dos
configuraciones rag con distintas estrategias de segmenta-
ción, posteriormente se aclaró que este requerimiento no es
obligatorio. por lo tanto, el enfoque principal debe estar en",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 31, ""total_chunks"": 39}"
"ción, posteriormente se aclaró que este requerimiento no es
obligatorio. por lo tanto, el enfoque principal debe estar en
implementar un rag funcional, correctamente documentado
y capaz de recuperar informaciónútil desde los apuntes.
iii-c. arquitectura multiagente
el sistema debe estar formado por varios agentes especia-
lizados coordinados por un agente orquestador. este agente
recibe la pregunta del usuario, decide qué agente o herramienta
utilizar, coordina el flujo de trabajo y construye la respuesta
final.
comomínimo, la arquitectura debe incluir un agente or-
questador, un agente rag, un agente debúsqueda web, un
agente resumidor y un agente transaccional. cada agente
debe tener un rol definido, herramientas permitidas, entradas
esperadas, salidas esperadas y restricciones de uso.",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 32, ""total_chunks"": 39}"
"debe tener un rol definido, herramientas permitidas, entradas
esperadas, salidas esperadas y restricciones de uso.
iii-d. herramientas del sistema
el sistema debe contar con herramientas especializadas para
apoyar el trabajo de los agentes. entre ellas se incluye una
herramienta rag para recuperar información desde la base
vectorial, una herramienta debúsqueda web para casos permi-
tidos, una herramienta de memoria para consultar o actualizar
información conversacional y una herramienta transaccional
para comunicarse con el servidor mcp.
[pagina 5]
estas herramientas deben usarse de forma controlada, de
modo que el agente no ejecute acciones innecesarias ni con-
sulte información externa sin justificación.
iii-e. servidor mcp y base de datos ficticia",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 33, ""total_chunks"": 39}"
"modo que el agente no ejecute acciones innecesarias ni con-
sulte información externa sin justificación.
iii-e. servidor mcp y base de datos ficticia
la tarea también requiere implementar un servidor mcp
que permita consultar una base de datos relacional ficticia. esta
base debe ejecutarse mediante docker y contener información
simulada, como clientes, cuentas, transacciones y casos de
revisión o fraude.
el servidor mcp no debe permitir consultas sql libres. en
su lugar, debe exponer herramientas controladas, por ejemplo,
para buscar transacciones, consultar el resumen de riesgo de
un cliente o revisar transacciones sospechosas recientes.
también se deben definir reglas de seguridad para el uso del
mcp, como justificar cada llamada, evitar consultas masivas",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 34, ""total_chunks"": 39}"
"también se deben definir reglas de seguridad para el uso del
mcp, como justificar cada llamada, evitar consultas masivas
sin filtros, anonimizar información sensible y no mostrarnúmeros de cuenta completos.
iii-f. memoria conversacional
el sistema debe implementar memoria temporal de sesión y
memoria histórica persistente. la memoria temporal permite
mantener coherencia entre preguntas consecutivas dentro de
una misma conversación.
la memoria histórica permite consultar información de
sesiones anteriores, como preguntas previas, respuestas ante-
riores o resúmenes de conversaciones pasadas. esto permite
que el agente responda preguntas de seguimiento y mantenga
continuidad entre interacciones.
iii-g. observabilidad
la ejecución del sistema debe registrarse mediante langfuse",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 35, ""total_chunks"": 39}"
"continuidad entre interacciones.
iii-g. observabilidad
la ejecución del sistema debe registrarse mediante langfuse
o una herramienta equivalente. la observabilidad debe permitir
revisar la entrada del usuario, el agente que recibió la solicitud,
las herramientas utilizadas, los fragmentos recuperados por
rag, las llamadas al mcp, las llamadas al modelo, la latencia,
los errores y, cuando sea posible, el costo aproximado.
este registro es importante porque permite explicar qué
agentes y herramientas participaron en cada consulta, por qué
fueron utilizados y qué resultado produjeron.
iii-h. interfaz web y demostración
el sistema debe contar con una interfaz web que permita
interactuar con el agente. esta interfaz debe permitir demostrar",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 36, ""total_chunks"": 39}"
"el sistema debe contar con una interfaz web que permita
interactuar con el agente. esta interfaz debe permitir demostrar
preguntas sobre los apuntes, preguntas de seguimiento con
memoria, búsquedas web y consultas a la base transaccional
mediante mcp.
durante la demostración también se debe evidenciar que el
sistema puede rechazar o anonimizar solicitudes relacionadas
con información sensible.
iii-i. entregas del proyecto
el proyecto se divide en dos entregas. la primera entrega
corresponde a un prototipo funcional que debe incluir un
agente orquestador inicial, un componente rag funcional
sobre los apuntes, una base vectorial, trazas de observabilidad,
una interfazmínima y un avance del informe.
la segunda entrega corresponde al sistema completo. en",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 37, ""total_chunks"": 39}"
"una interfazmínima y un avance del informe.
la segunda entrega corresponde al sistema completo. en
esta etapa se deben incorporar los agentes restantes, el servidor
mcp, la base de datos transaccional ficticia, la memoria
temporal e histórica, las reglas de seguridad, la observabilidad
completa, la evaluación experimental y el informe final en
formato ieee.
iii-j. evaluación experimental
el sistema debe evaluarse mediante un conjunto de pre-
guntas de prueba. estas deben incluir preguntas factuales
sobre los apuntes, preguntas de comparación entre temas,
preguntas conversacionales de seguimiento, preguntas fuera
del alcance de los apuntes, preguntas que requieranbúsqueda
web explícita y preguntas sobre transacciones ficticias.
esta evaluación permite analizar el comportamiento del sis-",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 38, ""total_chunks"": 39}"
"web explícita y preguntas sobre transacciones ficticias.
esta evaluación permite analizar el comportamiento del sis-
tema, identificar errores y revisar si los agentes, herramientas,
memoria y recuperación de información funcionan de manera
adecuada.",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_1.pdf"", ""autor"": ""Fabricio Picado Alvarado"", ""tema_principal"": ""I. REPASO DE LA CLASE ANTERIOR"", ""secciones"": ""I. REPASO DE LA CLASE ANTERIOR, II. MATERIA DESARROLLADA, III. TAREA ASIGNADA"", ""chunk_numero"": 39, ""total_chunks"": 39}"
"[pagina 1]
apuntes semana 14
agentes de ia y modelos de razonamiento
julián l ópez mata
inteligencia artificial
jullopez@estudiantec.cr
resumen—este documento resume los contenidos clave de las
sesiones del 26 y 28 de mayo de 2026, enfocados en el dise ño
y construcci ón de agentes de inteligencia artificial. se abordan
los componentes fundamentales de un agente, los criterios de
selección de modelos, el uso de modelos de razonamiento, el
prompting orientado a agentes y la gesti ón de memoria de corto
y largo plazo.
index terms—agentes de ia, modelos de razonamiento,
memoria, context engineering, tool calling, react, prompting.
i. informaci ´ongeneral deevaluaciones
durante la sesi ón se comunic ó que se hace entrega de la
última tarea del curso, la cual tendrá un valor equivalente a dos",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 1, ""total_chunks"": 20}"
"durante la sesi ón se comunic ó que se hace entrega de la
última tarea del curso, la cual tendrá un valor equivalente a dos
tareas regulares. su periodo de desarrollo es de dos semanas:
la primera parte se entrega en semana 16 y la segunda parte
en semana 18. adicionalmente, el examen final se realizar á
durante la semana 18.
ii. resumen de laclaseanterior(26demayo)
ii-a. definici ón y componentes de un agente
los agentes son modelos que razonan y act úan simultánea-
mente, mediante la combinaci ón de memoria, herramientas y
planificación. cada agente posee un perfil de personalidad
definido por unsystem promptque le indica c ómo debe
comportarse, junto con metas y restricciones que delimitan
suscopede acci ón. la memoria del agente se divide en",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 2, ""total_chunks"": 20}"
"comportarse, junto con metas y restricciones que delimitan
suscopede acci ón. la memoria del agente se divide en
dos categor ´ıas: memoria de corto plazo, que corresponde a
la ventana de contexto del modelo, y memoria de largo plazo,
que se mantiene en fuentes externas persistentes.
el proceso de planificaci ón implica descomponer tareas
complejas en m ódulos simples y determinar la secuencia de
acciones necesarias para alcanzar un objetivo. las t écnicas
más comunes de estructuraci ón incluyen cadenas de pensa-
miento (cot), árboles de pensamiento (tot) e interacci ón
basada en retroalimentaci ón. una vez planificado, el agente
traduce el plan en salidas ejecutables durante la fase de acci ón,
donde las acciones pueden basarse en memorias previas,",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 3, ""total_chunks"": 20}"
"traduce el plan en salidas ejecutables durante la fase de acci ón,
donde las acciones pueden basarse en memorias previas,
planes precomputados o herramientas externas tales como
rag, navegación web e integraci ón con apis.
ii-b. selecci ón de modelos
al construir un agente se debe escoger un modelo ade-
cuado en funci ón de su scope, considerando factores como
accuracy, latencia, costo computacional, privacidad, tamaño de
la ventana de contexto, capacidad de razonamiento y soporte
para herramientas. no cualquier modelo funciona para tareas
agénticas, y la elecci ón entre modelos propietarios y abiertos
depende de los requisitos del proyecto: los propietarios ofrecen
fácil integraci ón, infraestructura administrada y buen soporte,",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 4, ""total_chunks"": 20}"
"depende de los requisitos del proyecto: los propietarios ofrecen
fácil integraci ón, infraestructura administrada y buen soporte,
pero generan dependencia del proveedor y costos por uso; los
abiertos brindan mayor control, privacidad y personalización, a
cambio de mayor complejidad operativa. como nota pr áctica,
para la tarea final se requiere adquirir un api key de un
modelo.
iii. modelos derazonamiento
los modelos de razonamiento gastan más tokens ejecutando
un procesamiento interno con el objetivo de generar respuestas
más certeras. sus respuestas son menos inmediatas, pero pue-
den ser evaluadas durante el razonamiento para producir una
mejor respuesta final al usuario. resultan especialmente útiles
en tareas que requieren matem ática avanzada, programaci ón,",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 5, ""total_chunks"": 20}"
"mejor respuesta final al usuario. resultan especialmente útiles
en tareas que requieren matem ática avanzada, programaci ón,
planificación, resoluci ón de problemas complejos o an álisis
multi-paso.
sin embargo, no siempre conviene utilizarlos. en tareas
como res úmenes de texto, toma de decisiones sencillas o
cálculos b ásicos, su uso resulta innecesario y costoso. el
cuadro i resume cu ándo conviene cada enfoque.
cuadro i
cu ´ando utilizar modelos con razonamiento complejo
sin reasoning complejo con reasoning complejo
clasificación de texto resoluci ón de problemas ma-
temáticos
extracción de informaci ón an álisis de c ódigo y debug-
búsqueda sem ántica simple planificaci ón multi-paso
faq bots agentes aut ónomos
tool routing b ásico coordinaci ón de m últiples he-
rramientas",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 6, ""total_chunks"": 20}"
"búsqueda sem ántica simple planificaci ón multi-paso
faq bots agentes aut ónomos
tool routing b ásico coordinaci ón de m últiples he-
rramientas
traducción y reformateo an álisis legal o financiero
rag basado en recuperaci ón
directa
problemas con m últiples res-
tricciones
conversaciones simples tareas complejas de programa-
iv. construcci ´on deagentesmodernos
iv-a. modelo adecuado para agentes
un modelo id óneo para construir agentes debe permitir el
uso de herramientas, planificaci ón, capacidades de recupera-
[pagina 2]
ción de memoria, manejo de estados, restricciones y ciclos de
ejecución. por esta raz ón algunos modelos son m ás adecuados
que otros: deben comprender texto largo, utilizar herramientas
externas y coordinar m últiples acciones. muchos casos de uso",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 7, ""total_chunks"": 20}"
"que otros: deben comprender texto largo, utilizar herramientas
externas y coordinar m últiples acciones. muchos casos de uso
requieren adem ás capacidades detool callingystructured
outputs.
iv-b. prompting y context engineering
en agentes modernos, el prompt no solo solicita una res-
puesta sino que define el rol del agente, los objetivos de la
tarea, las restricciones, las herramientas disponibles, el formato
de salida y las reglas de comportamiento. un buen prompt
ayuda a reducir alucinaciones, ambig üedad y respuestas in-
correctas. los componentes principales que estructuran un
prompt orientado a agentes se detallan en el cuadro ii.
cuadro ii
componentes de un prompt orientado a agentes
componente objetivo
rol del sistema definir comportamiento del agente",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 8, ""total_chunks"": 20}"
"cuadro ii
componentes de un prompt orientado a agentes
componente objetivo
rol del sistema definir comportamiento del agente
contexto agregar informaci ón relevante
instrucciones indicar qu é debe realizar
restricciones limitar acciones o respuestas
herramientas definir capacidades disponibles
formato de salida controlar estructura de respuesta
ejemplos guiar comportamiento esperado
estrechamente relacionado con el prompting est á el con-
cepto decontext engineering, que consiste en decidir cuidado-
samente qu é informaci ón entra al contexto, qu é informaci ón
se resume, qu é memoria se recupera y qu é herramientas se
habilitan en cada momento de ejecuci ón.
v. memoria enagentes
v-a. ventana de contexto vs. memoria
sin memoria, los agentes pueden perder coherencia, repetir",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 9, ""total_chunks"": 20}"
"v. memoria enagentes
v-a. ventana de contexto vs. memoria
sin memoria, los agentes pueden perder coherencia, repetir
preguntas, olvidar restricciones y reiniciar tareas constante-
mente. es importante distinguir entre la ventana de contexto
y la memoria propiamente dicha: la primera es informaci ón
temporal procesada directamente por el modelo, limitada por la
cantidad de tokens y existente solo durante la ejecuci ón actual;
la segunda es informaci ón persistente entre interacciones,
administrada externamente por el agente, capaz de crecer
dinámicamente y almacenarse a largo plazo. esta distinci ón se
materializa en dos tipos operativos de memoria, comparados
en el cuadro iii.
cuadro iii
comparaci ´on entre working memory y long-term memory
working memory long-term memory",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 10, ""total_chunks"": 20}"
"en el cuadro iii.
cuadro iii
comparaci ´on entre working memory y long-term memory
working memory long-term memory
temporal persistente
activa durante la tarea disponible entre sesiones
información reciente informaci ón hist órica
cambia constantemente m ás estable
normalmente limitada por to-
puede crecer din ámicamente
alta relevancia inmediata relevancia contextual
idea clave
laworking memoryayuda al agente a resolver la
tarea actual. lalong-term memoryayuda al agente a
mantener continuidad en el tiempo.
v-b. working memory y long-term memory
la working memory contiene la informaci ón activa durante
la tarea actual: conversaci ón reciente, resultados recientes
de herramientas, objetivos temporales y restricciones activas.
esta memoria cambia constantemente durante la ejecuci ón y",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 11, ""total_chunks"": 20}"
"de herramientas, objetivos temporales y restricciones activas.
esta memoria cambia constantemente durante la ejecuci ón y
usualmente reside dentro de la ventana de contexto o en un
caché interno. la long-term memory, en cambio, persiste infor-
mación entre sesiones e incluye elementos como preferencias
de usuario, historial resumido, proyectos anteriores, patrones
de comportamiento y conocimiento persistente; se almacena en
bases relacionales, bases vectoriales y sistemas como redis.
v-c. compresi ón y pol´ıticas de olvido
en tareas largas la memoria crece r ápidamente, por lo
que los agentes modernos utilizan t écnicas desummarization,
compressionycontext pruningpara mantenerla manejable.
además, no toda la informaci ón debe almacenarse permanen-",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 12, ""total_chunks"": 20}"
"compressionycontext pruningpara mantenerla manejable.
además, no toda la informaci ón debe almacenarse permanen-
temente: se definen pol´ıticas de olvido mediante expiraci ón de
memoria, eliminaci ón autom ática y l ´ımites de almacenamien-
to, motivadas por razones de privacidad, seguridad, relevancia
temporal y reducci ón de costos.
vi. patronesarquitect ´onicos
durante la sesi ón se discutieron dos patrones arquitect óni-
cos relevantes para la construcci ón de agentes. el primero,
react (reason + act), plantea un ciclo en el cual el agente
intercala pasos de razonamiento (thought) con acciones sobre
herramientas (act) y observaciones del entorno (obs) hasta
alcanzar una respuesta final. este patr ón permite al modelo
corregir su trayecto a partir de la informaci ón que va recibien-",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 13, ""total_chunks"": 20}"
"alcanzar una respuesta final. este patr ón permite al modelo
corregir su trayecto a partir de la informaci ón que va recibien-
do del exterior, en lugar de comprometerse a un único plan
inicial. la fig. 1 ilustra un ejemplo concreto de este flujo.
[pagina 3]
figura 1. ejemplo del patr ón react intercalandothought,actyobs.
el segundo patr ón,lomar, organiza el ciclo de vida del
agente en cinco bloques fundamentales: el llm como n úcleo
del sistema, el objetivo (objective) que orienta la tarea, la
memoria (memory) que mantiene contexto y conocimiento,
la acci ón (action) que materializa las decisiones, y la re-
evaluación (rethink) que cierra el ciclo permitiendo revisar y
ajustar el comportamiento. la estructura completa se muestra
en la fig. 2.",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 14, ""total_chunks"": 20}"
"evaluación (rethink) que cierra el ciclo permitiendo revisar y
ajustar el comportamiento. la estructura completa se muestra
en la fig. 2.
figura 2. arquitectura lomar: llm, objective, memory, action y rethink.
vii. recomendaciones yl ´ineas deinvestigaci ´on
como recomendaciones generales se enfatiz ó escalar res-
ponsablemente al tomar decisiones sobre cambios en la con-
figuración del agente, as ´ı como mantener un buen manejo de
datos y evitar sobreexponer informaci ón sensible. para pro-
fundizar en el área se sugieren cuatro l ´ıneas de investigaci ón:
los procesos de comunicaci ón en esquemas multi-agente, la
optimización de recursos en sistemas ag énticos, el manejo de
plataformas web y sus verificaciones anti-bot.
viii. explicaci ´on de latareafinal",,"{""semana"": 14, ""fecha"": ""2026-05-28"", ""nombre_archivo"": ""14_SEMANA_AI_20260528_2.pdf.pdf"", ""autor"": ""Julián López Mata"", ""tema_principal"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES"", ""secciones"": ""I. INFORMACI ´ONGENERAL DEEVALUACIONES, II. RESUMEN DE LACLASEANTERIOR(26DEMAYO), III. MODELOS DERAZONAMIENTO, IV. CONSTRUCCI ´ON DEAGENTESMODERNOS, V. MEMORIA ENAGENTES"", ""chunk_numero"": 15, ""total_chunks"": 20}"
